epochtime,accelX,accelY,accelZ,magnX,magnY,magnZ,gyroX,gyroY,gyroZ
1398383843,-1183,42,165,204,2750,-616,-5032,43,304
1398383843,-1173,-92,-64,202,2737,-640,-4968,-1274,903
1398383843,-1173,-92,-153,196,2745,-653,-3454,-2261,1717
1398383843,-1151,-205,-153,196,2745,-642,-384,-4251,4112
1398383843,-1151,-255,-331,172,2754,-642,1163,-4782,5129
1398383843,-1110,-205,-500,138,2783,-598,3283,-4252,5088
1398383843,-1099,-149,-510,110,2797,-563,3795,-3417,3116
1398383843,-1136,-71,-343,73,2828,-534,4041,-1434,2891
1398383843,-1136,-71,-87,49,2835,-493,3959,-237,2672
1398383843,-1260,6,-113,49,2835,-493,3919,-101,2651
1398383843,-1377,66,28,16,2856,-468,3555,-179,2381
1398383844,-1412,138,172,-9,2865,-455,3099,-177,2200
1398383844,-1442,145,350,-39,2876,-437,1403,603,1625
1398383844,-1442,149,445,-54,2879,-442,231,1732,338
1398383844,-1504,149,445,-54,2885,-457,-1587,3625,-454
1398383844,-1622,46,426,-61,2885,-457,-1912,3022,-2155
1398383844,-1698,-97,389,-45,2879,-475,-1262,1738,-2373
1398383844,-1578,-150,271,-31,2875,-492,314,-764,-1052
1398383844,-1431,-114,78,-22,2874,-484,1159,-1626,58
1398383844,-1431,-74,-155,-18,2862,-455,2776,-2302,339
1398383844,-1300,-74,-155,-18,2875,-427,3224,-1855,315
1398383844,-1217,7,-302,-12,2875,-427,2739,-1331,71
1398383844,-1244,271,-227,-17,2871,-423,150,-514,-319
1398383844,-1412,618,-73,252,2876,-432,-2978,-82,-2615
1398383844,-1082,1077,86,45,2868,-492,-6052,1085,-3791
1398383844,-165,1284,233,45,2868,-573,-8867,5876,219
1398383844,-190,-1078,834,18,2873,-573,-4199,3023,18719
1398383844,-5249,-8017,-328,-129,2927,-580,11889,-9260,3460
1398383844,-6383,-8051,-1014,-122,2906,-488,17626,-8714,-32108
1398383844,1108,-1691,883,145,2768,-339,11716,3214,-16615
1398383844,3466,5340,1109,281,2663,-339,-12354,2750,4066
1398383844,1855,4963,619,174,2691,-416,-10872,-2965,20831
1398383844,68,4354,907,31,2744,-431,-6747,-5369,15888
1398383844,-2480,1309,192,-88,2783,-449,-5530,-120,8769
1398383844,-4724,-2320,-1079,-112,2804,-472,-653,-4017,-11386
1398383844,-2941,-1983,-838,-2,2765,-464,612,-5302,-16538
1398383844,-1101,-919,-559,162,2696,-448,861,-4647,-18992
1398383844,-1101,-151,-404,281,2632,-438,449,-3759,-13430
1398383844,-36,-234,-404,281,2632,-449,-200,-1094,-8998
1398383844,156,91,-167,351,2589,-449,-177,770,-513
1398383844,-303,120,63,351,2595,-451,1128,1080,2739
1398383844,-775,159,76,291,2610,-437,2679,981,6100
1398383844,-1144,166,73,253,2638,-417,2941,466,6450
1398383844,-1144,166,119,201,2669,-395,1790,-214,5489
1398383844,-1418,-37,119,201,2669,-395,962,73,3465
1398383844,-1669,-331,-111,170,2676,-390,380,467,2125
1398383844,-1597,-261,-234,142,2684,-389,1644,482,1019
1398383844,-1297,29,-332,143,2680,-375,2755,1184,752
1398383844,-1171,431,-347,126,2675,-359,2764,1613,809
1398383844,-1134,633,-58,110,2694,-355,2388,2212,1632
1398383844,-1134,633,151,83,2702,-345,2401,1907,2687
1398383844,-1357,502,151,83,2702,-324,2834,518,2812
1398383844,-1527,213,168,56,2712,-324,2906,-686,2355
1398383844,-1690,-103,269,40,2722,-300,3313,-1175,2090
1398383844,-1626,-268,67,26,2733,-276,3194,-1489,-72
1398383844,-1270,-281,-232,42,2734,-254,3068,-1345,-1102
1398383844,-1270,-281,-488,61,2723,-233,2959,-97,-1851
1398383844,-1013,-87,-359,61,2723,-233,2517,824,-961
1398383844,-934,-25,-335,65,2719,-229,700,3024,-669
1398383844,-940,-12,-213,57,2728,-233,-437,5015,-871
1398383844,-1045,-32,-42,47,2713,-260,-2263,5532,-1168
1398383844,-1045,-38,80,53,2716,-300,-4103,5511,-1510
1398383844,-1120,-38,80,53,2710,-356,-4714,4845,-1179
1398383844,-1366,-319,130,51,2710,-356,-4237,1053,1490
1398383844,-1840,-714,97,20,2708,-367,-2982,-6387,4141
1398383844,-2076,52,-87,-1,2721,-353,-731,-10623,5196
1398383844,-1439,2615,-309,-35,2740,-307,-1387,-15804,5811
1398383844,1889,5685,-200,-59,2762,-295,-3879,-13198,3980
1398383844,1832,5685,-200,-59,2846,-362,-10705,-8700,19117
1398383845,1153,4141,1216,-212,2846,-362,-4376,-8192,32737
1398383845,-3533,-2093,494,-552,2984,-310,12637,-12704,28604
1398383845,-6808,-8634,-3101,-653,3030,-185,16645,-2489,-17827
1398383845,-2387,-6398,-2323,-364,2993,-88,18001,6773,-32250
1398383845,-2387,-1278,-121,2,2870,-71,9780,15570,-32762
1398383845,1855,-1170,-121,2,2614,-89,7584,14976,-18699
1398383845,3161,2005,951,202,2773,-89,-683,10533,-4454
1398383845,1619,1621,832,185,2784,-136,-4136,3187,14965
1398383845,-535,282,435,36,2855,-166,-4871,-99,18371
1398383845,-1459,-328,31,-116,2920,-183,-4994,-1194,17946
1398383845,-1459,-328,-227,-253,2970,-216,-4963,38,15174
1398383845,-2221,-829,-227,-253,2970,-237,-3836,614,5986
1398383845,-2520,-885,-292,-312,2986,-237,-2907,1006,-494
1398383845,-2311,-728,-224,-327,2986,-254,-1511,1370,-3036
1398383845,-1809,-381,-85,-298,2981,-271,-885,1861,-6908
1398383845,-1488,-186,54,-232,2960,-271,-699,1782,-8233
1398383845,-1488,-186,103,-173,2937,-271,167,677,-8400
1398383845,-1402,-40,103,-173,2937,-279,167,-1458,-5002
1398383845,-1255,48,43,-122,2922,-279,-391,-1986,-2706
1398383845,-1192,32,20,-109,2921,-275,-1254,-2144,142
1398383845,-1232,17,-18,-115,2928,-277,-1710,-2163,646
1398383845,-1233,-79,-41,-120,2922,-290,-2434,-2116,1478
1398383845,-1233,-79,-95,-129,2927,-298,-2527,-2109,828
1398383845,-1233,-148,-95,-129,2927,-298,-2353,-2212,602
1398383845,-1256,-222,-168,-132,2931,-306,-2104,-1951,167
1398383845,-1263,-226,-186,-136,2938,-325,-1950,-1526,144
1398383845,-1233,-267,-163,-126,2937,-333,-2080,188,-1018
1398383845,-1240,-299,-116,-115,2925,-342,-2124,1187,-2021
1398383845,-1240,-299,-116,-96,2923,-368,-2239,2450,-3930
1398383845,-1325,-297,-89,-96,2923,-368,-2288,1892,-4707
1398383845,-1372,-246,-58,-70,2900,-390,-2194,1059,-4236
1398383845,-1361,-235,-32,-42,2893,-406,-1832,-1196,-2467
1398383845,-1330,-191,-128,-36,2878,-400,-1202,-2524,-1346
1398383845,-1330,-151,-228,-32,2884,-384,647,-4850,1569
1398383845,-1282,-151,-228,-32,2887,-358,1517,-5565,3796
1398383845,-1234,-45,-337,-52,2887,-358,2467,-5353,4132
1398383845,-1192,-35,-372,-88,2903,-328,2642,-2795,3619
1398383845,-1189,-61,-451,-112,2914,-296,2242,-685,2458
1398383845,-1247,-130,-386,-121,2913,-283,1857,3913,-899
1398383845,-1247,-76,-225,-111,2906,-295,1656,5946,-2621
1398383845,-1328,-76,-225,-111,2906,-311,1178,8188,-5321
1398383845,-1395,2,-48,-82,2889,-311,955,8607,-6624
1398383845,-1396,23,95,-43,2867,-339,406,8067,-6816
1398383845,-1456,86,189,-3,2857,-348,97,6159,-5557
1398383845,-1487,90,250,24,2843,-385,-1011,4501,-4739
1398383845,-1487,90,221,45,2824,-395,-2223,153,-2964
1398383845,-1502,55,221,45,2824,-395,-2722,-2145,-1744
1398383845,-1397,32,163,65,2812,-409,-3141,-5892,887
1398383845,-1255,61,55,66,2826,-408,-3262,-7049,3090
1398383845,-1182,-1,-103,48,2825,-399,-3305,-7809,3737
1398383845,-1095,-79,-226,33,2833,-399,-2948,-6822,3577
1398383845,-1095,-79,-226,33,2840,-387,-2653,-5827,3046
1398383845,-1064,-119,-307,23,2840,-387,-1928,-3238,1391
1398383845,-1063,-99,-339,10,2842,-391,-1555,-1824,646
1398383845,-1083,-101,-326,2,2842,-391,-790,722,-426
1398383845,-1123,-62,-333,5,2840,-408,-440,2586,-1147
1398383845,-1123,-46,-277,0,2837,-414,114,3443,-1323
1398383845,-1189,-46,-277,0,2835,-421,444,4141,-1986
1398383845,-1262,0,-161,4,2835,-421,235,4411,-2152
1398383845,-1400,-20,-91,12,2837,-433,-56,4407,-2073
1398383846,-1513,-65,-100,13,2827,-444,-54,3948,-1489
1398383846,-1545,-80,-81,11,2823,-454,441,1902,-1129
1398383846,-1545,-80,-51,19,2819,-457,680,-309,-280
1398383846,-1462,-3,-51,19,2819,-437,893,-1184,291
1398383846,-1388,9,-8,14,2826,-437,1422,-1753,1129
1398383846,-1399,-7,6,7,2839,-425,1843,-1426,979
1398383846,-1413,-88,-15,3,2836,-409,3214,-113,-304
1398383846,-1447,-153,-93,12,2830,-381,5166,886,-1595
1398383846,-1467,-26,-163,32,2838,-349,6198,1139,-1987
1398383846,-1467,248,-574,48,2827,-306,6816,2044,-2179
